10.20377566,9.937346698,9.858645202,8.625247536,6.757351109,4.778750758,4.228337634,4.772917922,4.327399467,5.631647616,4.386785732,-1.153555326,-11.39360541,753,-0.193410907,1551,0.23782862,2629,-0.024878893,5155,-0.018987868,12324,-0.000198503,1010908.539,0
10.05641678,9.375557858,10.378597,9.971086198,8.512642224,7.283874165,2.67032979,5.35437572,5.418943983,5.89223343,5.099387727,1.660112802,-2.096228429,956,-0.270460486,2049,0.185491599,3584,-0.038384948,6783,-0.004455068,16602,0.002301332,1310539.332,1
10.20841866,9.466847804,10.41745542,10.01225338,7.889382622,5.782461353,3.378644804,4.130246868,6.1014166,7.883785916,5.747428244,1.383710702,-8.01389677,969,-0.269353576,2089,0.362492881,3578,-0.05279758,7091,0.03930082,17315,-0.001431957,1350728.652,1
10.13580394,9.429125682,10.16095018,10.13010986,8.202273119,6.348516183,3.067855758,5.467749764,5.643626012,6.019016018,6.909822698,2.581508502,-4.792985623,962,0.091536464,1798,0.16330311,3404,-0.029878139,6198,0.000604707,16596,-0.001065971,1282369.506,1
10.13406569,9.687069035,10.09199134,10.00767833,8.129894896,6.213359688,3.190113782,4.495095995,4.452926907,6.326961692,5.717742968,1.799840644,-5.255015192,931,-0.253387828,1854,-0.028258541,3389,0.143171895,6218,0.020599845,16386,-0.001766614,1264119.216,1
9.801622137,9.31931136,10.47057451,10.23826091,7.998137187,5.892326809,3.058426361,3.567153624,5.94899824,6.717108545,6.71496135,1.643168697,-6.731053902,993,-0.314820613,1939,0.117089387,3531,0.246596997,6827,-0.024054108,17058,-0.000229055,1318276.017,1
9.95816816,8.991865655,10.16164794,10.57340666,8.314969978,5.582357135,3.056665889,4.058334109,4.542812187,6.499670696,7.620468793,3.91818392,-12.20226248,986,-0.091058925,1909,-0.122914653,3807,0.076304346,7192,0.01209093,17604,-0.000347479,1358009.426,1
10.20867303,9.573426593,10.17715809,10.1909219,7.768634025,5.246528495,3.573115748,5.32128877,5.104229747,6.334615929,7.982026954,1.551997719,-9.267411695,968,0.2331711,1892,-0.10697142,3478,0.091842792,7299,-0.012891153,17071,-0.000797835,1339579.535,1
10.38118206,9.704983269,9.844879412,9.957679152,7.727732002,5.840378976,3.535913999,4.517757584,5.433706736,6.09270789,6.99009442,0.792948107,-8.167966143,984,0.40328043,1815,-0.065491748,3005,-0.062496472,6958,0.023601333,15824,-8.01E-05,1258537.75,1
10.62701551,9.745963235,9.621217654,9.498503858,7.397351184,5.766721321,3.827389578,5.12202689,4.987305267,5.986441348,5.689240545,-0.125782402,-10.26472546,825,-0.052250677,1619,-0.086174881,2924,0.055373627,6609,0.028155054,15298,0.001871944,1224758.826,1
10.47493077,9.725863135,9.892689595,9.690964075,7.2501549,5.391973655,3.875356286,4.96999072,4.957642624,6.510955833,7.66650575,-0.107146054,-9.741968268,901,0.145681338,1623,0.028432985,2786,-0.004499053,6922,0.024310158,15340,0.000533656,1236598.719,1
